Number,Sale.Date,Full Address,Bathrooms,Age,Total$,Land Area m2,Flrm2,Land$,Capital$,Brms,Pirimai,Onekawa,Marewa,Hospital Hill,Bluff Hill,flooding_status,flooding_zone
8930,26/07/2019,48 Eriksen Rd,2,RB,"$280,000",21169,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
8917,24/07/2019,21 Young Pl,2,0,"$265,000",537,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
8908,22/07/2019,1 Pelorus Av,2,RB,"$247,826",530,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8909,22/07/2019,26 Aspiring Dr,2,0,"$247,826",530,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
8906,22/07/2019,48 Eriksen Rd,2,RB,"$240,000",446,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
8907,22/07/2019,22 Arrow Pl,2,0,"$240,000",446,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
8895,19/07/2019,140 142 Battery Rd,,0,"$1,450,000",1112,0,"$265,000","$265,000",0,0,0,0,0,1,0,1
8853,11/07/2019,56 Pelorus Av,3,0,"$295,000",559,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
8860,11/07/2019,1 Pelorus Av,2,RB,"$295,000",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8848,10/07/2019,659 Marine Pd,,0,"$385,000",423,0,"$380,000","$380,000",0,0,0,0,0,0,0,0
8841,07/07/2019,19 Gee Pl,1,0,"$275,000",603,0,"$250,000","$250,000",2,0,0,0,0,0,0,0
8838,05/07/2019,78 Rogers Rd,3,0,"$360,000",2094,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
8820,03/07/2019,5 A Chester Pl,1,0,"$260,000",911,0,"$200,000","$200,000",0,0,0,0,0,0,0,0
8781,26/06/2019,43 A Seddon Cr,1,0,"$185,000",558,0,"$134,000","$169,000",0,0,0,1,0,0,0,1
8747,20/06/2019,26 Young Pl,2,0,"$280,000",584,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
8740,19/06/2019,56 Hunter Dr,2,0,"$285,000",553,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
8734,18/06/2019,39 Kent Tc,,0,"$395,000",1198,0,"$330,000","$330,000",0,0,0,0,0,0,0,0
8723,17/06/2019,8 A Higgins St,1,0,"$235,000",448,0,"$200,000","$200,000",0,0,0,1,0,0,0,1
8689,10/06/2019,1 Pelorus Av,2,RB,"$273,913",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8658,05/06/2019,28 Young Pl,2,0,"$280,000",584,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
8648,01/06/2019,16 West Pl,2,0,"$590,000",970,0,"$520,000","$520,000",3,0,0,0,0,0,0,0
8630,29/05/2019,28 Gee Pl,2,0,"$260,000",625,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
8586,20/05/2019,74 Rogers Rd,3,0,"$290,000",2076,0,"$290,000","$290,000",2,0,0,0,0,0,0,0
8583,20/05/2019,Oak Rd,,RB,"$600,000",849,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
8584,20/05/2019,107 Oak Rd,2,0,"$600,000",849,0,"$790,000","$790,000",4,0,0,0,0,0,0,0
8508,06/05/2019,91 Hunter Dr,2,0,"$279,000",533,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
8499,03/05/2019,10 Benmore Pl,1,0,"$295,000",775,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
8487,01/05/2019,1 Pelorus Av,2,RB,"$260,869",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8473,30/04/2019,Oak Rd,,RB,"$610,000",1052,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
8474,30/04/2019,96 Oak Rd,1,0,"$610,000",1052,0,"$730,000","$730,000",-,0,0,0,0,0,0,0
8476,30/04/2019,1 Pelorus Av,2,RB,"$260,870",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8470,30/04/2019,62 Eriksen Rd,2,0,"$220,000",456,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
8453,24/04/2019,93 Hunter Dr,2,0,"$285,000",533,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
8427,16/04/2019,1 Pelorus Av,2,RB,"$295,000",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8428,16/04/2019,54 Pelorus Av,2,0,"$295,000",181260,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
8407,11/04/2019,34 Young Pl,2,0,"$263,400",675,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
8406,11/04/2019,11 Young Pl,2,0,"$254,150",668,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
8391,08/04/2019,30 West Pl,2,RB,"$280,000",4879,0,"$875,000","$875,000",3,0,0,0,0,0,0,0
8382,08/04/2019,18 West Pl,2,0,"$280,000",393,0,"$250,000","$250,000",2,0,0,0,0,0,0,0
8388,08/04/2019,24 West Pl,2,0,"$340,000",680,0,"$310,000","$310,000",3,0,0,0,0,0,0,0
8365,04/04/2019,36 Young Pl,2,0,"$265,000",646,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
8205,07/03/2019,1 A Poaka Pl,3,0,"$351,500",648,0,"$260,000","$270,000",0,0,0,0,0,0,0,0
8188,05/03/2019,55 Hunter Dr,2,0,"$324,000",668,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
8128,26/02/2019,50 Pelorus Av,2,0,"$305,100",560,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
8129,26/02/2019,7 Manapouri St,2,0,"$305,000",593,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
8130,26/02/2019,1 Pelorus Av,2,RB,"$295,000",594,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8133,26/02/2019,8 Manapouri St,2,0,"$301,500",620,0,"$255,000","$255,000",4,0,0,0,0,0,0,0
8136,26/02/2019,14 Manapouri St,2,0,"$352,200",672,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
8137,26/02/2019,18 Manapouri St,2,0,"$305,000",675,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
8138,26/02/2019,16 Manapouri St,2,0,"$305,000",675,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
8141,26/02/2019,12 Manapouri St,3,0,"$309,000",181260,0,"$255,000","$255,000",4,0,0,0,0,0,0,0
8134,26/02/2019,8 Manapouri St,2,0,"$301,500",620,0,"$255,000","$255,000",4,0,0,0,0,0,0,0
8117,23/02/2019,35 Young Pl,2,0,"$253,000",617,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
8114,22/02/2019,45 Hunter Dr,2,0,"$324,000",682,0,"$290,000","$290,000",3,0,0,0,0,0,0,0
8089,18/02/2019,3 Young Pl,2,0,"$300,000",670,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
8071,13/02/2019,1 Pelorus Av,2,RB,"$275,000",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8070,13/02/2019,250 Guppy Rd,2,RB,"$240,000",18844,0,"$1,800,000","$1,800,000",3,0,0,0,0,0,0,0
8066,13/02/2019,7 Gee Pl,1,0,"$240,000",740,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
8028,07/02/2019,1 Pelorus Av,2,RB,"$300,000",593,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8031,07/02/2019,15 Manapouri St,2,0,"$300,000",604,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
8012,04/02/2019,15 Delhi Rd,1,0,"$218,000",890,0,"$170,000","$170,000",-,0,0,0,1,0,0,1
7998,01/02/2019,10 B West Pl,1,0,"$270,000",556,0,"$7,000","$7,000",0,0,0,0,0,0,0,0
7944,23/01/2019,48 Eriksen Rd,2,RB,"$240,000",466,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7945,23/01/2019,20 Arrow Pl,2,0,"$240,000",466,0,"$230,000","$230,000",4,0,0,0,0,0,0,0
7936,22/01/2019,17 Gee Pl,2,0,"$270,000",598,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
7931,21/01/2019,38 A Warwick Cr,2,0,"$230,000",439,0,"$195,000","$195,000",0,0,0,0,0,0,0,0
7918,17/01/2019,62 Hunter Dr,2,0,"$270,000",507,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
7914,16/01/2019,10 Young Pl,2,RB,"$285,000",594,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
7913,16/01/2019,12 Young Pl,2,RB,"$285,000",594,0,"$2,300,000","$2,300,000",4,0,0,0,0,0,0,0
7915,16/01/2019,48 Eriksen Rd,2,RB,"$240,000",21169,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7912,16/01/2019,14 Arrow Pl,2,0,"$240,000",468,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
7905,15/01/2019,31 Young Pl,2,0,"$262,000",524,0,"$220,000","$220,000",4,0,0,0,0,0,0,0
7910,15/01/2019,22 B Churchill Dr,3,0,"$210,000",3102,0,"$350,000","$350,000",0,0,0,0,0,0,0,0
7904,14/01/2019,250 Puketapu Rd,5,0,"$477,000",3712,0,"$395,000","$395,000",Beds,0,0,0,0,0,0,0
7890,10/01/2019,44 A Gloucester St,2,0,"$215,000",457,0,"$215,000","$215,000",0,0,0,0,0,0,0,0
7781,10/12/2018,232 Guppy Rd,2,0,"$285,000",593,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
7757,5/12/2018,10 A Warwick Cr,2,0,"$240,000",530,0,"$210,000","$210,000",3,0,0,0,0,0,0,0
7746,4/12/2018,21 A Lincoln Rd,1,0,"$300,000",567,0,"$260,000","$260,000",0,0,0,0,1,0,0,1
7721,30/11/2018,Oak Rd,,RB,"$520,000",896,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
7722,30/11/2018,100 Oak Rd,1,RB,"$520,000",896,0,"$975,000","$975,000",-,0,0,0,0,0,0,0
7724,30/11/2018,27 Burness Rd,2,0,"$358,000",2538,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
7711,29/11/2018,24 Gee Pl,2,0,"$242,000",511,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
7708,28/11/2018,37 Hunter Dr,1,0,"$294,000",595,0,"$280,000","$280,000",-,0,0,0,0,0,0,0
7690,26/11/2018,51 Hunter Dr,2,0,"$280,000",646,0,"$285,000","$285,000",4,0,0,0,0,0,0,0
7682,24/11/2018,83 A Waghorne St,1,0,"$402,500",485,0,"$300,000","$300,000",0,0,0,0,0,0,0,0
7674,23/11/2018,184 Riverbend Rd,2,0,"$150,000",799,0,"$108,000","$108,000",3,0,1,0,0,0,0,1
7668,23/11/2018,30 Hurunui Dr,2,0,"$255,000",483,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
7660,22/11/2018,40 Pelorus Av,3,0,"$690,000",713,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
7642,19/11/2018,4 Young Pl,2,0,"$285,000",610,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
7641,19/11/2018,64 Hunter Dr,2,0,"$274,000",553,0,"$275,000","$275,000",4,0,0,0,0,0,0,0
7638,17/11/2018,27 Gee Pl,2,0,"$260,000",651,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
7635,16/11/2018,57 Hunter Dr,2,0,"$324,000",693,0,"$290,000","$290,000",3,0,0,0,0,0,0,0
7578,6/11/2018,67 Hunter Dr,1,0,"$292,724",665,0,"$285,000","$285,000",-,0,0,0,0,0,0,0
7546,1/11/2018,61 Hunter Dr,2,0,"$280,000",633,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
7536,30/10/2018,35 A Bedford Rd,2,0,"$180,000",828,0,"$134,000","$134,000",0,0,0,1,0,0,0,1
7505,24/10/2018,17 Ruahine Rd,2,0,"$224,000",592,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
7507,24/10/2018,19 Ruahine Rd,2,0,"$226,000",640,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
7506,24/10/2018,21 Pelorus Av,2,0,"$227,000",640,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
7499,23/10/2018,5 Pelorus Av,2,0,"$280,000",677,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
7496,23/10/2018,8 Young Pl,2,0,"$285,000",563,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
7490,19/10/2018,39 Hunter Dr,2,0,"$266,500",640,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
7468,16/10/2018,Oak Rd,,RB,"$600,000",1049,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
7469,16/10/2018,101 Oak Rd,1,0,"$600,000",1049,0,"$750,000","$750,000",-,0,0,0,0,0,0,0
7465,16/10/2018,24 Young Pl,2,0,"$295,000",574,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
7464,16/10/2018,12 Young Pl,2,RB,"$295,000",574,0,"$2,300,000","$2,300,000",4,0,0,0,0,0,0,0
7467,16/10/2018,23 Gee Pl,2,0,"$275,000",699,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
7455,15/10/2018,6 Young Pl,2,0,"$285,000",577,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
7454,15/10/2018,12 Young Pl,2,RB,"$285,000",577,0,"$2,300,000","$2,300,000",4,0,0,0,0,0,0,0
7422,9/10/2018,22 Gee Pl,2,0,"$250,000",548,0,"$220,000","$220,000",4,0,0,0,0,0,0,0
7426,9/10/2018,250 Guppy Rd,2,RB,"$250,000",18844,0,"$1,800,000","$1,800,000",3,0,0,0,0,0,0,0
7412,8/10/2018,18 Gee Pl,3,0,"$215,000",593,0,"$220,000","$220,000",4,0,0,0,0,0,0,0
7398,5/10/2018,70 A The Esplanade,2,0,"$350,000",298,0,"$235,000","$240,000",0,0,0,0,0,0,0,0
7388,4/10/2018,11 Arrow Pl,3,0,"$245,000",514,0,"$235,000","$235,000",4,0,0,0,0,0,0,0
7394,4/10/2018,48 Eriksen Rd,2,RB,"$245,000",21169,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7377,2/10/2018,48 Eriksen Rd,2,RB,"$250,000",21169,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7378,2/10/2018,10 Arrow Pl,2,0,"$250,000",21169,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
7363,28/09/2018,10 Hurunui Dr,2,0,"$265,000",582,0,"$240,000","$240,000",5,0,0,0,0,0,0,0
7338,24/09/2018,37 Hunter Dr,1,0,"$255,652",595,0,"$280,000","$280,000",-,0,0,0,0,0,0,0
7336,24/09/2018,29 Hunter Dr,2,0,"$242,608",456,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
7332,23/09/2018,3 Winston La,2,OV,"$810,000",439,0,"$55,000","$55,000",2,0,0,0,0,0,0,0
7328,21/09/2018,11 Ruahine Rd,2,0,"$226,000",633,0,"$250,000","$250,000",2,0,0,0,0,0,0,0
7325,21/09/2018,22 George St,1,0,"$1,000,000",88,0,"$15,000","$15,000",3,0,0,0,0,0,0,0
7319,20/09/2018,17 Young Pl,2,0,"$235,000",515,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
7302,18/09/2018,10 Ruahine Rd,2,0,"$227,000",656,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
7295,17/09/2018,43 Hunter Dr,3,0,"$309,000",666,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
7283,14/09/2018,1 A Milton Tc,,0,"$130,000",360,0,"$124,000","$124,000",0,0,0,0,0,0,0,0
7281,13/09/2018,5 Young Pl,2,0,"$299,000",670,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
7273,12/09/2018,31 Hunter Dr,2,0,"$255,652",576,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
7260,09/09/2018,49 Kent Tc,,0,"$256,521",1014,0,"$305,000","$305,000",0,0,0,0,0,0,0,0
7222,30/08/2018,48 Eriksen Rd,2,RB,"$245,000",21169,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7221,30/08/2018,26 Arrow Pl,2,0,"$245,000",1010,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
7215,29/08/2018,1 Ridgeway Tc,,0,"$257,391",1439,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
7192,26/08/2018,16 Rogers Rd,2,0,"$310,000",2000,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
7163,21/08/2018,652 Main North Rd,,0,"$285,000",4805,0,"$265,000","$265,000",0,0,0,0,0,0,0,0
7139,16/08/2018,48 Eriksen Rd,2,RB,"$240,000",466,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7140,16/08/2018,22 Arrow Pl,2,0,"$240,000",466,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
7069,02/08/2018,48 Eriksen Rd,2,RB,"$208,695",21169,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7051,30/07/2018,3 A Ridgeway Tc,,0,"$290,000",1478,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
7052,30/07/2018,48 Eriksen Rd,2,RB,"$213,043",21169,0,"$900,000","$900,000",3,0,0,0,0,0,0,0
7040,27/07/2018,16 Ruahine Rd,2,0,"$246,000",625,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
7037,27/07/2018,59 Murphy Rd,2,0,"$245,000",410,0,"$200,000","$200,000",3,0,0,0,0,0,0,0
7004,20/07/2018,20 Pelorus Av,2,0,"$300,000",777,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
7007,20/07/2018,75 McElwee St,3,0,"$300,000",2502,0,"$330,000","$330,000",5,0,0,0,0,0,0,0
6928,07/07/2018,3 Winston La,2,OV,"$790,000",439,0,"$55,000","$55,000",2,0,0,0,0,0,0,0
6930,07/07/2018,29 Young Pl,2,0,"$250,000",549,0,"$220,000","$220,000",4,0,0,0,0,0,0,0
6932,07/07/2018,33 Young Pl,3,0,"$265,000",1171,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
6931,07/07/2018,240 Guppy Rd,2,0,"$265,000",1171,0,"$295,000","$295,000",5,0,0,0,0,0,0,0
6925,06/07/2018,242 Guppy Rd,2,0,"$265,075",570,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
6926,06/07/2018,226 Guppy Rd,2,0,"$250,000",580,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
6898,03/07/2018,645 Marine Pd,,0,"$490,000",272,0,"$305,000","$305,000",0,0,0,0,0,0,0,0
6895,02/07/2018,16 Napier St,2,0,"$380,000",1011,0,"$235,000","$235,000",4,0,0,0,0,0,0,0
6879,29/06/2018,68 A Battery Rd,1,0,"$215,000",249,0,"$195,000","$195,000",0,0,0,0,0,1,0,1
6860,27/06/2018,230 Guppy Rd,2,0,"$260,000",593,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
6838,20/06/2018,48 Eriksen Rd,2,1920,"$280,000",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
6831,20/06/2018,3 Hurunui Dr,2,0,"$280,000",498,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
6808,14/06/2018,46 Pelorus Av,2,0,"$207,000",2548,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
6777,08/06/2018,12 Kaituna Pl,1,0,"$265,000",1185,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
6747,05/06/2018,238 Guppy Rd,2,0,"$255,000",593,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
6729,31/05/2018,17 Hurunui Dr,2,0,"$270,000",490,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
6709,28/05/2018,244 Guppy Rd,2,0,"$265,075",573,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
6714,28/05/2018,48 Eriksen Rd,2,RB,"$243,478",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
6706,28/05/2018,9 Hurunui Dr,2,0,"$243,478",498,0,"$230,000","$230,000",4,0,0,0,0,0,0,0
6693,23/05/2018,228 Guppy Rd,2,0,"$250,000",635,0,"$255,000","$255,000",3,0,0,0,0,0,0,0
6667,18/05/2018,1 A Little Burke St,1,0,"$141,000",657,0,"$110,000","$110,000",0,0,0,0,0,0,0,0
6662,17/05/2018,14 Waimakariri Dr,2,0,"$265,000",475,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
6658,16/05/2018,48 Eriksen Rd,2,RB,"$234,782",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
6638,11/05/2018,48 Eriksen Rd,2,RB,"$270,000",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
6635,11/05/2018,8 Hurunui Dr,2,0,"$270,000",624,0,"$255,000","$255,000",3,0,0,0,0,0,0,0
6483,17/04/2018,27 A Warwick Cr,2,0,"$228,000",466,0,"$200,000","$205,000",3,0,0,0,0,0,0,0
6470,13/04/2018,83 A Wellesley Rd,2,0,"$140,500",330,0,"$180,000","$180,000",0,0,0,0,0,0,0,0
6461,12/04/2018,7 Thompson Rd,1,0,"$110,000",590,0,"$110,000","$110,000",1,0,0,0,0,1,0,1
6379,26/03/2018,161 A Guppy Rd,1,2010,"$220,000",529,0,"$200,000","$200,000",2,0,0,0,0,0,0,0
6367,23/03/2018,20 Hurunui Dr,2,0,"$265,000",483,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
6251,05/03/2018,9 Flanders Av,2,0,"$185,000",362,0,"$165,000","$165,000",3,1,0,0,0,0,0,1
6209,23/02/2018,79 A Nelson Cr,2,0,"$170,000",426,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
6210,23/02/2018,20 Gee Pl,2,0,"$248,000",552,0,"$220,000","$220,000",4,0,0,0,0,0,0,0
6098,30/01/2018,228 Guppy Rd,2,0,"$270,000",635,0,"$255,000","$255,000",3,0,0,0,0,0,0,0
6083,27/01/2018,55 Kent Tc,,0,"$247,500",1028,0,"$305,000","$305,000",4,0,0,0,0,0,0,0
6056,22/01/2018,48 Eriksen Rd,2,RB,"$280,000",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
6051,22/01/2018,15 Hurunui Dr,2,0,"$280,000",490,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
6048,20/01/2018,46 Pelorus Av,2,0,"$180,000",2548,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
6041,19/01/2018,21 Hurunui Dr,1,0,"$245,000",470,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
6023,15/01/2018,16 Gee Pl,2,0,"$250,000",732,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
6014,12/01/2018,2 B Kauri St,1,0,"$245,000",400,0,"$165,000","$170,000",0,0,0,0,0,0,0,0
6007,10/01/2018,49 Flanders Av,2,0,"$185,000",441,0,"$195,000","$195,000",3,1,0,0,0,0,0,1
5996,08/01/2018,44 Pelorus Av,1,0,"$180,000",556,0,"$245,000","$245,000",-,0,0,0,0,0,0,0
5995,08/01/2018,24 Hurunui Dr,2,0,"$255,000",483,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
5967,21/12/2017,30 West Pl,2,RB,"$360,000",4879,0,"$875,000","$875,000",3,0,0,0,0,0,0,0
5962,21/12/2017,26 West Pl,2,0,"$360,000",621,0,"$300,000","$300,000",3,0,0,0,0,0,0,0
5927,14/12/2017,9 C Bowling Rd,2,0,"$235,000",597,0,"$225,000","$230,000",4,0,0,0,0,0,0,0
5924,14/12/2017,8 Gee Pl,2,0,"$265,000",544,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5925,14/12/2017,10 Kaituna Pl,2,0,"$250,000",544,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
5921,13/12/2017,48 Eriksen Rd,2,RB,"$226,086",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
5912,12/12/2017,48 Eriksen Rd,2,RB,"$239,130",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
5908,12/12/2017,22 Hurunui Dr,2,0,"$255,000",483,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
5897,8/12/2017,57 A Squire Dr,,RB,"$1,650,000",8805,0,"$1,010,000","$1,010,000",0,0,0,0,0,0,0,0
5883,7/12/2017,2 Mer Pl,1,0,"$675,000",1468,0,"$490,000","$490,000",-,0,0,0,0,0,0,0
5884,7/12/2017,48 Eriksen Rd,2,RB,"$226,086",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
5845,1/12/2017,6 Pelorus Av,2,0,"$240,000",709,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
5840,30/11/2017,48 Eriksen Rd,2,RB,"$239,129",31421,0,"$1,330,000","$1,330,000",3,0,0,0,0,0,0,0
5805,28/11/2017,36 Hurunui Dr,3,0,"$230,000",483,0,"$230,000","$230,000",4,0,0,0,0,0,0,0
5794,27/11/2017,12 Gee Pl,2,0,"$265,000",543,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5795,27/11/2017,10 Gee Pl,2,0,"$265,000",544,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5803,27/11/2017,250 Guppy Rd,2,RB,"$265,000",18844,0,"$1,800,000","$1,800,000",3,0,0,0,0,0,0,0
5800,27/11/2017,21 Gee Pl,2,0,"$270,000",645,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5771,23/11/2017,3 Winston La,2,OV,"$800,000",439,0,"$55,000","$55,000",2,0,0,0,0,0,0,0
5756,20/11/2017,14 Gee Pl,2,0,"$265,000",546,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5741,17/11/2017,4 Gee Pl,1,0,"$275,000",545,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5742,17/11/2017,248 Guppy Rd,2,0,"$265,000",573,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5743,17/11/2017,250 Guppy Rd,2,0,"$265,000",620,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5744,17/11/2017,15 Gee Pl,1,0,"$301,000",664,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5746,17/11/2017,3 Gee Pl,1,0,"$301,500",690,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5747,17/11/2017,11 Gee Pl,1,0,"$295,000",710,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5748,17/11/2017,26 Gee Pl,2,0,"$260,000",717,0,"$230,000","$230,000",4,0,0,0,0,0,0,0
5736,16/11/2017,25 Gee Pl,2,0,"$270,000",686,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5734,16/11/2017,6 Gee Pl,2,0,"$260,000",544,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5723,14/11/2017,8 A Mission Rd,2,0,"$280,000",518,0,"$285,000","$285,000",4,0,0,0,0,0,0,0
5713,11/11/2017,252 Guppy Rd,1,0,"$282,500",619,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5709,10/11/2017,11 Ruahine Rd,2,0,"$196,521",633,0,"$250,000","$250,000",2,0,0,0,0,0,0,0
5708,10/11/2017,46 Pelorus Av,2,RB,"$196,521",633,0,"$500,000","$500,000",4,0,0,0,0,0,0,0
5700,9/11/2017,39 B Hetley Cr,2,0,"$210,000",494,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
5701,9/11/2017,39 A Hetley Cr,2,0,"$210,000",511,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
5689,7/11/2017,85 Orotu Dr,,RB,"$250,000",571484,0,"$10,800,000","$11,100,000",0,0,0,0,0,0,0,0
5685,7/11/2017,22 Aspiring Dr,2,0,"$199,130",673,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
5690,7/11/2017,12 Ruahine Rd,2,0,"$250,000",571484,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
