Number,Sale.Date,Full Address,Bathrooms,Age,Total$,Land Area m2,Flrm2,Land$,Capital$,Brms,Pirimai,Onekawa,Marewa,Hospital Hill,Bluff Hill,flooding_status,flooding_zone
3566,1/10/2016,146 Springfield Rd,1,0,"$222,000",5970,0,"$85,000","$85,000",5,0,0,0,0,0,0,0
3558,30/09/2016,86 Orotu Dr,2,0,"$181,000",615,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
3547,29/09/2016,54 Menin Rd,1,1950,"$343,500",389,0,"$143,000","$255,000",3,1,0,0,0,0,0,1
3544,29/09/2016,2 B Moeller St,2,0,"$174,500",350,0,"$125,000","$140,000",3,0,0,0,0,0,0,0
3481,19/09/2016,27 Burness Rd,2,0,"$260,000",2538,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
3466,16/09/2016,84 Orotu Dr,2,0,"$179,000",614,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
3459,14/09/2016,68 McElwee St,2,RB,"$269,000",2604,0,"$420,000","$420,000",4,0,0,0,0,0,0,0
3460,14/09/2016,29 Burness Rd,3,0,"$269,000",2604,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
3445,12/09/2016,21 Ridgeway Tc,,0,"$320,000",5748,0,"$300,000","$310,000",4,0,0,0,0,0,0,0
3419,06/09/2016,11 Aparima Pl,2,0,"$250,000",630,0,"$160,000","$160,000",3,0,0,0,0,0,0,0
3389,29/08/2016,27 Rakaia Way,2,0,"$183,000",604,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
3388,29/08/2016,15 Sanders Av,2,0,"$135,000",416,0,"$142,000","$142,000",2,0,0,0,0,0,0,0
3333,16/08/2016,6 Rakaia Way,2,0,"$165,000",440,0,"$165,000","$165,000",2,0,0,0,0,0,0,0
3329,15/08/2016,263 Church Rd,3,0,"$247,000",790,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
3283,04/08/2016,5 A Burness Rd,1,0,"$170,000",471,0,"$146,000","$146,000",2,0,0,0,0,0,0,0
3266,31/07/2016,45 Esk View Rd,4,0,"$330,000",5482,0,"$310,000","$310,000",5,0,0,0,0,0,0,0
3261,29/07/2016,25 Rakaia Way,2,0,"$180,000",608,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
3253,28/07/2016,11 Rakaia Way,2,0,"$177,000",643,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
3250,28/07/2016,9 Manganui Pl,2,0,"$180,000",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3193,15/07/2016,4 Rakaia Way,2,0,"$170,000",525,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
3194,15/07/2016,77 McElwee St,3,0,"$253,000",3073,0,"$310,000","$310,000",5,0,0,0,0,0,0,0
3188,14/07/2016,33 Waimakariri Dr,2,0,"$185,000",559,0,"$160,000","$160,000",4,0,0,0,0,0,0,0
3182,13/07/2016,35 McLaren Cr,2,0,"$54,000",665,0,"$74,000","$74,000",2,0,0,0,0,0,0,0
3168,12/07/2016,4 Ruakituri Pl,2,0,"$175,000",434,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3169,12/07/2016,18 Ruakituri Pl,2,0,"$200,000",481,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3145,07/07/2016,34 Elliott St,1,0,"$165,000",332,0,"$110,000","$130,000",3,0,0,0,0,0,0,0
3143,06/07/2016,15 Ruakituri Pl,2,0,"$180,000",37423,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3132,04/07/2016,162 A Guppy Rd,2,0,"$185,000",892,0,"$134,000","$134,000",3,0,0,0,0,0,0,0
3122,03/07/2016,7 A Ennor Pl,2,0,"$165,000",452,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3084,28/06/2016,2 Rotoiti Way,2,0,"$180,000",810,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
3085,28/06/2016,68 McElwee St,2,0,"$245,000",2551,0,"$275,000","$275,000",4,0,0,0,0,0,0,0
3068,24/06/2016,68 McElwee St,2,RB,"$260,000",2604,0,"$420,000","$420,000",4,0,0,0,0,0,0,0
3069,24/06/2016,29 Burness Rd,3,0,"$260,000",2604,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
3053,22/06/2016,6 Manganui Pl,2,0,"$175,000",448,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3026,16/06/2016,12 Wanaka Pl,1,0,"$180,000",645,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
3018,15/06/2016,21 Rakaia Way,2,0,"$170,000",522,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
3010,14/06/2016,18 Kapiti Dr,2,0,"$175,000",739,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
2999,12/06/2016,19 Ruakituri Pl,2,0,"$190,000",1035,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
2981,09/06/2016,24 Pelorus Av,2,0,"$210,000",702,0,"$180,000","$180,000",4,0,0,0,0,0,0,0
2973,08/06/2016,7 Rakaia Way,2,0,"$175,000",604,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
2960,07/06/2016,60 Eriksen Rd,2,RB,"$180,000",506,0,"$850,000","$850,000",3,0,0,0,0,0,0,0
2961,07/06/2016,47 Waimakariri Dr,2,0,"$180,000",506,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2943,03/06/2016,60 Eriksen Rd,2,RB,"$152,173",448,0,"$850,000","$850,000",3,0,0,0,0,0,0,0
2944,03/06/2016,2 Manganui Pl,2,0,"$152,173",448,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2945,03/06/2016,38 Waimakariri Dr,2,0,"$152,173",477,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2938,02/06/2016,106 Priestley Tc,,0,"$197,000",489,0,"$185,000","$185,000",5,0,0,0,0,0,0,0
2942,02/06/2016,160 Eriksen Rd,,RB,"$900,000",26317,0,"$295,000","$300,000",0,0,0,0,0,0,0,0
2885,24/05/2016,81 McElwee St,2,0,"$240,000",2649,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
2874,23/05/2016,23 Rakaia Way,2,0,"$177,000",678,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
2877,23/05/2016,15 Ruakituri Pl,2,0,"$156,521",5080,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2838,19/05/2016,5 B Osier Rd,2,0,"$153,000",282,0,"$135,000","$135,000",2,0,0,0,0,0,0,0
2842,19/05/2016,60 Eriksen Rd,2,RB,"$156,521",457,0,"$850,000","$850,000",3,0,0,0,0,0,0,0
2840,19/05/2016,6 Manganui Pl,2,0,"$152,173",448,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2841,19/05/2016,8 Manganui Pl,2,0,"$152,173",448,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2843,19/05/2016,11 Manganui Pl,2,0,"$180,000",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2844,19/05/2016,9 Manganui Pl,2,0,"$156,521",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2846,19/05/2016,14 Manganui Pl,2,0,"$160,869",477,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
2848,19/05/2016,19 Manganui Pl,2,0,"$165,217",501,0,"$155,000","$155,000",4,0,0,0,0,0,0,0
2849,19/05/2016,45 Waimakariri Dr,2,0,"$160,869",538,0,"$160,000","$160,000",4,0,0,0,0,0,0,0
2826,18/05/2016,14 Rakaia Way,2,0,"$165,000",445,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
2827,18/05/2016,8 Rakaia Way,2,0,"$162,000",488,0,"$160,000","$160,000",3,0,0,0,0,0,0,0
2819,17/05/2016,60 Eriksen Rd,2,RB,"$160,869",481,0,"$850,000","$850,000",3,0,0,0,0,0,0,0
2820,17/05/2016,16 Manganui Pl,2,0,"$160,869",481,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
2795,13/05/2016,19 Rakaia Way,3,0,"$174,000",620,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
2802,13/05/2016,60 Eriksen Rd,2,RB,"$200,000",1003,0,"$850,000","$850,000",3,0,0,0,0,0,0,0
2785,13/05/2016,47 Waimakariri Dr,2,0,"$147,826",400,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2786,13/05/2016,41 Waimakariri Dr,2,0,"$147,000",400,0,"$145,000","$145,000",3,0,0,0,0,0,0,0
2787,13/05/2016,39 Waimakariri Dr,2,0,"$147,826",400,0,"$145,000","$145,000",3,0,0,0,0,0,0,0
2788,13/05/2016,43 Waimakariri Dr,2,0,"$147,826",403,0,"$145,000","$145,000",3,0,0,0,0,0,0,0
2789,13/05/2016,10 Manganui Pl,2,0,"$175,000",444,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2790,13/05/2016,15 Manganui Pl,2,0,"$156,521",447,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2792,13/05/2016,5 Manganui Pl,3,0,"$156,521",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2793,13/05/2016,7 Manganui Pl,2,0,"$156,521",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2794,13/05/2016,3 Manganui Pl,2,0,"$156,521",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2803,13/05/2016,18 Manganui Pl,2,0,"$200,000",1003,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2791,13/05/2016,4 Manganui Pl,2,0,"$175,000",448,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
2764,10/05/2016,60 Eriksen Rd,2,RB,"$190,000",504,0,"$850,000","$850,000",3,0,0,0,0,0,0,0
2765,10/05/2016,21 Manganui Pl,1,0,"$190,000",504,0,"$155,000","$155,000",4,0,0,0,0,0,0,0
2749,06/05/2016,22 Rakaia Way,2,0,"$181,000",615,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
2748,06/05/2016,40 Waimakariri Dr,2,0,"$156,521",510,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2729,04/05/2016,12 Waimakariri Dr,2,0,"$190,000",498,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2718,02/05/2016,1 Tamatea Dr,1,RB,"$175,000",615,0,"$1,275,000","$1,275,000",3,0,0,0,0,0,0,0
2719,02/05/2016,9 Rakaia Way,2,0,"$175,000",615,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
2714,01/05/2016,Oak Rd,,RB,"$420,000",2089,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
2715,01/05/2016,82 Oak Rd,5,0,"$420,000",2089,0,"$580,000","$580,000",6,0,0,0,0,0,0,0
2699,28/04/2016,17 Pukaki Pl,2,0,"$178,000",685,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
2676,23/04/2016,8 Wanaka Pl,2,0,"$178,000",666,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
2667,21/04/2016,90 Orotu Dr,2,0,"$182,000",697,0,"$180,000","$180,000",4,0,0,0,0,0,0,0
2641,17/04/2016,652 Main North Rd,,0,"$210,000",4805,0,"$200,000","$200,000",0,0,0,0,0,0,0,0
2634,15/04/2016,14 Convent Rd,3,0,"$220,000",441,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
2611,13/04/2016,1 Tamatea Dr,1,RB,"$163,000",452,0,"$1,275,000","$1,275,000",3,0,0,0,0,0,0,0
2613,13/04/2016,16 Rakaia Way,2,0,"$165,000",459,0,"$160,000","$160,000",2,0,0,0,0,0,0,0
2612,13/04/2016,10 Rakaia Way,2,0,"$163,000",452,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
2623,13/04/2016,6 C Roslyn Rd,2,0,"$170,000",1097,0,"$200,000","$200,000",3,0,0,0,0,0,0,0
2610,13/04/2016,83 B Wellesley Rd,1,0,"$152,000",397,0,"$121,000","$121,000",2,0,0,0,0,0,0,0
2605,12/04/2016,15 Rakaia Way,2,0,"$177,000",645,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
2565,06/04/2016,1 Tamatea Dr,1,RB,"$177,000",628,0,"$1,275,000","$1,275,000",3,0,0,0,0,0,0,0
2566,06/04/2016,3 Rakaia Way,2,0,"$177,000",628,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
2551,04/04/2016,50 B O'DOWD RD,2,0,"$210,000",522,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
2539,01/04/2016,111 King St,2,0,"$165,000",502,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2534,31/03/2016,47 Murphy Rd,1,0,"$180,000",728,0,"$135,000","$135,000",3,0,0,0,0,0,0,0
2479,22/03/2016,64 McElwee St,3,0,"$260,000",2607,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
2444,16/03/2016,243 Awatoto Rd,1,0,"$150,000",1185,0,"$155,000","$185,000",-,0,0,0,0,0,0,0
2429,15/03/2016,27 Aparima Pl,2,0,"$175,000",518,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2415,14/03/2016,1 Tamatea Dr,1,RB,"$141,739",452,0,"$1,275,000","$1,275,000",3,0,0,0,0,0,0,0
2417,14/03/2016,17 Ruakituri Pl,2,0,"$692,500",512,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
2401,11/03/2016,7 Wanaka Pl,1,0,"$176,000",622,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
2395,11/03/2016,36 Waimakariri Dr,2,0,"$139,130",400,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2397,11/03/2016,37 Waimakariri Dr,2,0,"$147,826",440,0,"$145,000","$145,000",3,0,0,0,0,0,0,0
2398,11/03/2016,9 Ruakituri Pl,2,0,"$147,826",455,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2399,11/03/2016,3 Ruakituri Pl,2,0,"$147,826",475,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2406,11/03/2016,136 Eriksen Rd,,RB,"$1,300,000",39220,0,"$1,385,000","$1,385,000",0,0,0,0,0,0,0,0
2391,10/03/2016,17 Tamatea Dr,4,0,"$192,000",1012,0,"$220,000","$220,000",5,0,0,0,0,0,0,0
2382,09/03/2016,9 Tamatea Dr,3,0,"$206,400",1076,0,"$230,000","$230,000",5,0,0,0,0,0,0,0
2367,08/03/2016,10 Ruakituri Pl,2,0,"$152,173",424,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2368,08/03/2016,8 Ruakituri Pl,2,0,"$152,173",434,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2369,08/03/2016,14 Ruakituri Pl,2,0,"$160,869",477,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2366,08/03/2016,11 Ruakituri Pl,2,0,"$165,000",411,0,"$145,000","$145,000",4,0,0,0,0,0,0,0
2360,07/03/2016,5 Ruakituri Pl,2,0,"$170,000",465,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
2344,04/03/2016,15 Tamatea Dr,2,0,"$182,400",689,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
2329,02/03/2016,18 Lucknow Tc,,0,"$126,000",823,0,"$126,000","$126,000",2,0,0,0,1,0,0,1
2314,01/03/2016,157 A Gloucester St,2,0,"$165,000",400,0,"$160,000","$160,000",3,0,0,0,0,0,0,0
2315,01/03/2016,7 Ruakituri Pl,2,0,"$170,000",465,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2289,25/02/2016,6 Ruakituri Pl,2,0,"$175,000",434,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2279,23/02/2016,35 Waimakariri Dr,2,0,"$152,173",526,0,"$160,000","$160,000",3,0,0,0,0,0,0,0
2257,18/02/2016,4 /1-6 Longfellow Av,,0,"$70,000",1693,0,"$106,000","$106,000",0,0,0,0,0,0,0,0
2220,14/02/2016,44 Le Quesne Rd,2,0,"$295,000",1011,0,"$270,000","$270,000",4,0,0,0,0,0,0,0
2210,12/02/2016,3 Rotoiti Way,2,0,"$174,000",616,0,"$176,000","$176,000",4,0,0,0,0,0,0,0
2179,09/02/2016,41 Wharerangi Rd,2,0,"$173,000",492,0,"$170,000","$170,000",2,0,0,0,0,0,0,0
2169,05/02/2016,27 Petane Rd,2,0,"$175,000",2500,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
2155,04/02/2016,18 Hornsey Rd,1,0,"$100,000",491,0,"$120,000","$120,000",2,0,0,0,0,0,0,0
2138,02/02/2016,20 Rakaia Way,2,0,"$179,000",599,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
2140,02/02/2016,26 Rakaia Way,2,0,"$157,391",605,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
2124,01/02/2016,8 Aparima Pl,2,0,"$160,000",480,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2106,28/01/2016,5 Aparima Pl,2,0,"$190,000",536,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2076,22/01/2016,11 Rotoiti Way,2,0,"$177,500",681,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
2058,20/01/2016,25 Aparima Pl,2,0,"$152,173",557,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
2047,19/01/2016,44 A Le Quesne Rd,2,0,"$207,000",1156,0,"$185,000","$185,000",4,0,0,0,0,0,0,0
2043,18/01/2016,16 Ruakituri Pl,2,0,"$185,000",481,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2013,12/01/2016,21 Ridgeway Tc,,0,"$310,000",5748,0,"$300,000","$310,000",4,0,0,0,0,0,0,0
2004,11/01/2016,19 Ridgeway Tc,,0,"$120,000",3805,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
2005,11/01/2016,17 Ridgeway Tc,,0,"$115,250",4005,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
2006,11/01/2016,90 Kenny Rd,,RB,"$160,000",18293,0,"$720,000","$720,000",0,0,0,0,0,0,0,0
2007,11/01/2016,6 Aparima Pl,2,0,"$160,000",18293,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
2002,11/01/2016,18 Aparima Pl,2,0,"$139,130",507,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
1977,30/12/2015,12 CHAUCER RD,1,0,"$170,000",1082,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
1978,30/12/2015,12 A CHAUCER RD,2,0,"$170,000",1082,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
1947,20/12/2015,165 Wellesley Rd,2,0,"$145,000",580,0,"$144,000","$149,000",4,0,0,0,0,0,0,0
1927,17/12/2015,1 Tamatea Dr,1,RB,"$153,913",628,0,"$1,275,000","$1,275,000",3,0,0,0,0,0,0,0
1931,17/12/2015,14 Taieri Pl,2,0,"$167,000",665,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
1924,17/12/2015,84 Orotu Dr,2,0,"$155,652",614,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
1909,15/12/2015,14 Aparima Pl,2,0,"$155,000",505,0,"$155,000","$155,000",4,0,0,0,0,0,0,0
1891,11/12/2015,14 Wanaka Pl,1,0,"$182,000",625,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
1892,11/12/2015,14 Pukaki Pl,2,0,"$174,000",705,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
1878,10/12/2015,7 Z Tamatea Dr,,0,"$170,000",764,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
1879,10/12/2015,11 Tamatea Dr,1,0,"$170,000",764,0,"$180,000","$180,000",4,0,0,0,0,0,0,0
1852,7/12/2015,190 A Charles St,2,0,"$290,000",965,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
1841,4/12/2015,25 Heipipi Dr,3,0,"$375,000",4009,0,"$440,000","$440,000",4,0,0,0,0,0,0,0
1782,27/11/2015,15 Rotoiti Way,2,0,"$186,000",668,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
1774,26/11/2015,9 Aparima Pl,2,0,"$190,000",630,0,"$160,000","$160,000",4,0,0,0,0,0,0,0
1743,21/11/2015,1 Ohau Pl,2,0,"$174,500",613,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
1731,19/11/2015,18 Wanaka Pl,1,0,"$174,000",567,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
1730,18/11/2015,16 Burke St,1,0,"$135,000",1695,0,"$125,000","$125,000",2,0,0,0,0,0,0,0
1700,13/11/2015,102 Squire Dr,2,0,"$162,000",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1689,12/11/2015,9 Waimakariri Dr,2,0,"$156,000",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1668,10/11/2015,559 Marine Pd,,0,"$200,000",198,0,"$265,000","$265,000",3,0,0,0,0,0,0,0
1669,10/11/2015,561 Marine Pd,,0,"$200,000",198,0,"$200,000","$200,000",3,0,0,0,0,0,0,0
1659,9/11/2015,5 Waimakariri Dr,2,0,"$157,000",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1660,9/11/2015,16 Aparima Pl,2,0,"$155,000",506,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
1602,29/10/2015,3 Aparima Pl,2,0,"$180,000",541,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1550,18/10/2015,7 Aparima Pl,2,0,"$180,000",536,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1539,16/10/2015,9 Waimakariri Dr,2,0,"$136,521",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1538,16/10/2015,15 Waimakariri Dr,2,0,"$136,521",504,0,"$580,000","$580,000",4,0,0,0,0,0,0,0
1494,8/10/2015,14 Convent Rd,3,0,"$180,000",441,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
1479,5/10/2015,7 Waimakariri Dr,2,0,"$157,000",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1478,5/10/2015,15 Waimakariri Dr,2,0,"$157,000",504,0,"$580,000","$580,000",4,0,0,0,0,0,0,0
1448,29/09/2015,23 Aparima Pl,2,0,"$170,000",557,0,"$155,000","$155,000",4,0,0,0,0,0,0,0
1442,28/09/2015,17 Hetley Cr,2,0,"$300,000",787,0,"$205,000","$340,000",3,0,0,0,0,0,0,0
1404,22/09/2015,19 Pukaki Pl,2,0,"$172,000",609,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
1402,22/09/2015,80 Orotu Dr,2,0,"$178,000",602,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
1376,18/09/2015,23 Enfield Rd,2,0,"$300,000",381,0,"$99,000","$99,000",-,0,0,0,1,0,0,1
1364,16/09/2015,90 Kenny Rd,,0,"$170,000",556,0,"$720,000","$720,000",0,0,0,0,0,0,0,0
1365,16/09/2015,21 Aparima Pl,2,0,"$170,000",556,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1357,15/09/2015,2 Aparima Pl,2,0,"$143,478",604,0,"$160,000","$160,000",4,0,0,0,0,0,0,0
1353,14/09/2015,27 A Petane Rd,3,0,"$200,000",2500,0,"$180,000","$180,000",4,0,0,0,0,0,0,0
1339,12/09/2015,17 Esk View Rd,-,0,"$320,000",5005,0,"$330,000","$330,000",-,0,0,0,0,0,0,0
1326,10/09/2015,9 Wanaka Pl,2,0,"$175,000",640,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
1328,10/09/2015,9 Fitzroy Rd,2,0,"$149,000",1228,0,"$180,000","$180,000",2,0,0,0,0,1,0,1
1329,10/09/2015,20 Aparima Pl,1,0,"$165,000",1341,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
1312,08/09/2015,11 Aparima Pl,2,0,"$190,000",630,0,"$160,000","$160,000",3,0,0,0,0,0,0,0
1279,04/09/2015,11 Waimakariri Dr,2,0,"$157,000",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1281,04/09/2015,31 Aparima Pl,2,0,"$170,000",556,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1278,04/09/2015,15 Waimakariri Dr,2,0,"$157,000",504,0,"$580,000","$580,000",4,0,0,0,0,0,0,0
1259,02/09/2015,27 Dockery Av,1,0,"$69,566",680,0,"$83,000","$83,000",3,0,0,0,0,0,0,0
1251,01/09/2015,33 Aparima Pl,2,0,"$156,521",555,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1224,27/08/2015,19 Aparima Pl,2,0,"$180,000",555,0,"$155,000","$155,000",4,0,0,0,0,0,0,0
1208,25/08/2015,21 Pukaki Pl,2,0,"$175,000",629,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
1206,25/08/2015,15 Waimakariri Dr,2,0,"$136,521",504,0,"$155,000","$155,000",4,0,0,0,0,0,0,0
1185,21/08/2015,45 Heipipi Dr,2,0,"$373,000",7407,0,"$340,000","$340,000",3,0,0,0,0,0,0,0
1179,21/08/2015,12 Rotoiti Way,2,0,"$173,000",566,0,"$173,000","$173,000",3,0,0,0,0,0,0,0
1168,20/08/2015,137 Guppy Rd,2,0,"$150,000",388,0,"$140,000","$140,000",3,0,0,0,0,0,0,0
1172,20/08/2015,15 Aparima Pl,2,0,"$190,000",630,0,"$160,000","$160,000",4,0,0,0,0,0,0,0
1132,13/08/2015,10 Rotoiti Way,2,0,"$173,000",568,0,"$173,000","$173,000",3,0,0,0,0,0,0,0
1118,11/08/2015,30 Pukaki Pl,2,0,"$178,000",640,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
1117,11/08/2015,4 Aparima Pl,2,0,"$157,000",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1096,07/08/2015,1 Tamatea Dr,1,0,"$153,043",612,0,"$1,750,000","$1,750,000",3,0,0,0,0,0,0,0
1102,07/08/2015,35 Jervois Rd,2,0,"$290,000",2506,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
1084,06/08/2015,19 Rotoiti Way,1,0,"$179,500",633,0,"$178,000","$178,000",4,0,0,0,0,0,0,0
1089,06/08/2015,17 Aparima Pl,2,0,"$210,000",1494,0,"$160,000","$160,000",3,0,0,0,0,0,0,0
1071,05/08/2015,90 Kenny Rd,,0,"$170,000",557,0,"$720,000","$720,000",0,0,0,0,0,0,0,0
1072,05/08/2015,29 Aparima Pl,2,0,"$170,000",557,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1038,31/07/2015,100 Squire Dr,2,0,"$160,000",504,0,"$155,000","$155,000",3,0,0,0,0,0,0,0
1033,30/07/2015,1 Tamatea Dr,1,0,"$178,000",612,0,"$1,750,000","$1,750,000",3,0,0,0,0,0,0,0
1034,30/07/2015,5 Wanaka Pl,1,0,"$178,000",612,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
1009,25/07/2015,52 Kent Tc,,0,"$270,000",1047,0,"$235,000","$235,000",2,0,0,0,0,0,0,0
967,17/07/2015,6 Rotoiti Way,2,0,"$173,000",586,0,"$173,000","$173,000",3,0,0,0,0,0,0,0
968,17/07/2015,14 Wanaka Pl,1,0,"$182,000",625,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
958,15/07/2015,15 Wanaka Pl,2,0,"$170,000",538,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
950,14/07/2015,267 Church Rd,2,0,"$192,500",573,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
934,10/07/2015,26 Grey St,2,0,"$192,000",1523,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
896,02/07/2015,64 McElwee St,3,0,"$226,500",2607,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
884,30/06/2015,64 McElwee St,3,0,"$222,500",2607,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
878,29/06/2015,11 Heipipi Dr,2,0,"$342,500",5057,0,"$370,000","$370,000",4,0,0,0,0,0,0,0
833,19/06/2015,35 Esk View Rd,3,0,"$300,000",5002,0,"$400,000","$400,000",5,0,0,0,0,0,0,0
